Unit,Chiplet,Release Directory,Age (days),Size,Owner,Release Timestamp,Has Symlinks,Symlink Names,Symlink Owners,Requires Coordination,Recommendation
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_19_14_17_12,90,65G,aamsalem,2025-10-19 14:17:12,Yes,OCT_10_V2,aamsalem,No,Remove symlinks first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_3_9_38_34,107,64G,shlomoc,2025-10-03 09:38:34,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_04_14_test_5__2025_6_4_10_34_57,228,64G,ykatzav,2025-06-04 10:34:57,No,None,None,No,Safe to delete
ftos,NDQ,nbu_signoff_condb_int3_2025_08_27_0_1NL_snap_th_ipo1000_2025_10_8_14_31_9,101,64G,thadad,2025-10-08 14:31:09,Yes,prev_SEP_10_NDQ_V1_GLC,thadad,No,Remove symlinks first
ftos,NDQ,nbu_signoff_condb_int3_2025_08_27_0_1NL_snap_th_ipo1000_2025_10_20_9_19_0,90,64G,thadad,2025-10-20 09:19:00,Yes,OCT_10_V2,thadad,No,Remove symlinks first
dqax,QNS,dqax_from_matan2__2025_10_19_12_27_43,90,64G,hmendelovich,2025-10-19 12:27:43,Yes,QNS_ww43_v1_partial_VIVID,alexandrue,Yes,Coordinate with symlink owners first
dqax,QNS,dqax_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_13_10_35_19,97,64G,mlanzerer,2025-10-13 10:35:19,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
fth,CPORT,FthTrial__2025_9_16_21_52_31,123,63G,yavital,2025-09-16 21:52:31,Yes,ECO_RUN_TIME_test,yavital,Yes,Coordinate with symlink owners first
ftos,NDQ,condb_int3_2025_08_27_0_1NL_snap_th__2025_9_20_22_56_42,119,63G,thadad,2025-09-20 22:56:42,Yes,"SEP_10,SEP_10_NDQ","tlevor,thadad",Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_3_9_51_56,107,63G,shlomoc,2025-10-03 09:51:56,No,None,None,No,Safe to delete
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_3_9_40_48,107,63G,shlomoc,2025-10-03 09:40:48,Yes,SEP_10,shlomoc,Yes,Coordinate with symlink owners first
dqs,QNS,dqs_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap_ipo1000_signoff__2025_5_19_20_14_51,243,63G,abarman,2025-05-19 20:14:51,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_9_16_22,133,63G,shlomoc,2025-09-07 09:16:22,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_8_37_4,133,63G,shlomoc,2025-09-07 08:37:04,No,None,None,No,Safe to delete
pscb,NDQ,pscb_rbv_2025_06_10_agur_condb_int2_23_5r1_BE_SFNL_snap__2025_6_26_16_15_36,205,63G,nkahaz,2025-06-26 16:15:36,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_16_12_0_6,94,63G,brachas,2025-10-16 12:00:06,Yes,"SEP_28_FP,FNL_4PV","brachas,ekantorovich",Yes,Coordinate with symlink owners first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_9_17_4_55,100,62G,brachas,2025-10-09 17:04:55,Yes,"SEP_28_FP,prev_SEP_28_FP",brachas,No,Remove symlinks first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_17_15_56_31,122,62G,brachas,2025-09-17 15:56:31,Yes,SEP_10,brachas,No,Remove symlinks first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_16_12_49_23,93,62G,brachas,2025-10-16 12:49:23,Yes,"SEP_28_FP_eco_01,FNL_4PV","brachas,ekantorovich",Yes,Coordinate with symlink owners first
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_16_13_52_15,93,62G,ykatzav,2025-10-16 13:52:15,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,ykatzav",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_fcp__2025_6_17_17_39_2,214,62G,miancu,2025-06-17 17:39:02,No,None,None,No,Safe to delete
tecorer,QNS,tecorer_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_block_release__2025_9_6_9_58_41,134,61G,siddharthasa,2025-09-06 09:58:41,No,None,None,No,Safe to delete
yu_mng,TOP_YC,yu_mng_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_ahlam_ref__2025_8_24_11_4_20,147,61G,aspiegelglas,2025-08-24 11:04:20,No,None,None,No,Safe to delete
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_16_12_10_10,94,60G,shlomoc,2025-10-16 12:10:10,Yes,"SEP_28_FP,FNL_4PV","shlomoc,ekantorovich",Yes,Coordinate with symlink owners first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_20_10_53_32,90,60G,aamsalem,2025-10-20 10:53:32,Yes,"SEP_28_FP,FNL_4PV","aamsalem,ekantorovich",Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_5_8_20_16,105,59G,brachas,2025-10-05 08:20:16,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_6_11_13_14,104,59G,brachas,2025-10-06 11:13:14,Yes,SEP_10_NDQ_V1_GLC,brachas,Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_6_10_4_28,104,59G,brachas,2025-10-06 10:04:28,No,None,None,No,Safe to delete
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_16_12_9_26,94,59G,shlomoc,2025-10-16 12:09:26,Yes,"FNL_4PV,SEP_28_FP","shlomoc,ekantorovich",Yes,Coordinate with symlink owners first
tds,QNS,tds_250615_new_pin_placement__2025_8_25_12_18_42,146,59G,mbetzer,2025-08-25 12:18:42,Yes,"QNS_7August_release,QNS_ww_38_last_sta_rel_07august",alexandrue,Yes,Coordinate with symlink owners first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_30_15_29_27,109,59G,ykatzav,2025-09-30 15:29:27,Yes,SEP_10_cport_eco_01,ykatzav,No,Remove symlinks first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_30_15_0_57,109,59G,ykatzav,2025-09-30 15:00:57,Yes,SEP_10_eco_01,ykatzav,No,Remove symlinks first
tds,QNS,tds_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_FIRST_RUN__2025_10_10_7_26_36,100,59G,hsajwan,2025-10-10 07:26:36,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
prt,CPORT,agur_prt_rbv_2025_06_10_condb_int2_23_5r1_BE_SFNL_snap_run_2__2025_9_17_9_48_32,123,59G,ykatzav,2025-09-17 09:48:32,Yes,AUG07_cport_eco_01,ykatzav,No,Remove symlinks first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_8_15_52_10,101,58G,lmustafa,2025-10-08 15:52:10,Yes,SEP_10_NDQ_V1_GLC,lmustafa,No,Remove symlinks first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_9_17_14_27_48,122,58G,lmustafa,2025-09-17 14:27:48,Yes,"SEP_10,SEP_10_NDQ","lmustafa,tlevor",Yes,Coordinate with symlink owners first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_15_16_32_41,94,58G,lmustafa,2025-10-15 16:32:41,Yes,OCT_10,lmustafa,No,Remove symlinks first
eri,TCB,eri_rbv_2025_09_28_timing_fixes_first_run__2025_10_17_18_13_28,92,58G,hsajwan,2025-10-17 18:13:28,No,None,None,No,Safe to delete
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_beta0929_v3__2025_10_6_13_0_31,103,57G,brachas,2025-10-06 13:00:31,No,None,None,No,Safe to delete
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_7_19_8_47,102,57G,brachas,2025-10-07 19:08:47,No,None,None,No,Safe to delete
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_30_13_49_14,109,57G,brachas,2025-09-30 13:49:14,Yes,SEP_10_cport_eco_01,brachas,No,Remove symlinks first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_16_16_1_21,93,57G,lmustafa,2025-10-16 16:01:21,Yes,"SEP_28_FP,FNL_4PV","lmustafa,ekantorovich",Yes,Coordinate with symlink owners first
tecorer,QNS,tecorer_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snapbeta_flow__2025_5_19_9_54_2,244,56G,seeman,2025-05-19 09:54:02,No,None,None,No,Safe to delete
pmux,CPORT,agur_pmux_rbv_2025_03_25_condb_int1_11_3_BE_TNL_snap_pmux_PnR__2025_5_27_10_20_19,236,56G,brachas,2025-05-27 10:20:19,No,None,None,No,Safe to delete
iopx,NDQ,starling_iopx_2024_11_06__2025_3_5_13_10_45,318,55G,vmoshkovich,2025-03-05 13:10:45,Yes,"last_sta_rel,release,SEP_10,FC_ww52a_last_sta_rel,fcl_release,FC_ww1a_last_sta_rel,FC_ww2a_last_sta_rel,FC_ww3a_last_sta_rel","aregev,nduanis,eriaboy,malkyb",Yes,Coordinate with symlink owners first
iopx,NDQ,starling_iopx_2024_11_06__2024_11_11_17_25_54,432,55G,vmoshkovich,2024-11-11 17:25:54,Yes,FNL_4PV,ekantorovich,Yes,Coordinate with symlink owners first
tds,QNS,tds_060525__2025_5_26_16_48_12,236,54G,mbetzer,2025-05-26 16:48:12,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_19_12_38_14,90,53G,aamsalem,2025-10-19 12:38:14,Yes,OCT_10_V2,aamsalem,No,Remove symlinks first
ccorea,HPORT,ccorea_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_11_32_41,102,52G,arcohen,2025-10-08 11:32:41,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_8_27_58,133,52G,shlomoc,2025-09-07 08:27:58,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_9_9_0,133,52G,shlomoc,2025-09-07 09:09:00,No,None,None,No,Safe to delete
ir,NDQ,ir_rbv_2024_10_09_starling_with_new_rom_new_tag__2024_11_27_18_34_59,416,51G,maximkr,2024-11-27 18:34:59,No,None,None,No,Safe to delete
ccorea,HPORT,ccorea_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_9_30_11_8_6,110,51G,arcohen,2025-09-30 11:08:06,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_3_31_8_56_24,293,51G,roir,2025-03-31 08:56:24,No,None,None,No,Safe to delete
psca,NDQ,nbu_signoff_psca_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1045_2025_10_15_20_48_53,94,51G,nkahaz,2025-10-15 20:48:53,Yes,OCT_10,nkahaz,No,Remove symlinks first
psca,NDQ,nbu_signoff_psca_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1044_2025_10_12_8_45_31,98,51G,nkahaz,2025-10-12 08:45:31,Yes,prev_OCT_10,nkahaz,No,Remove symlinks first
psca,NDQ,nbu_signoff_psca_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1042_2025_10_8_15_18_31,101,51G,nkahaz,2025-10-08 15:18:31,Yes,SEP_10,nkahaz,No,Remove symlinks first
ir,NDQ,ir_rbv_2025_09_12_agur_icg_fanin_fix_th__2025_9_28_18_23_11,111,50G,thadad,2025-09-28 18:23:11,No,None,None,No,Safe to delete
ccoree,HPORT,ccoree_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_3_31_8_57_36,293,50G,roir,2025-03-31 08:57:36,No,None,None,No,Safe to delete
top_yc_gpio,TOP_YC,top_yc_gpio_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_RP__2025_8_24_13_27_58,146,46G,lschwartz,2025-08-24 13:27:58,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
ccorea,HPORT,ccorea_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_3_31_8_18_58,293,45G,roir,2025-03-31 08:18:58,No,None,None,No,Safe to delete
qcorer,QNS,qcorer_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_4_2_9_40_56,291,41G,snahari,2025-04-02 09:40:56,No,None,None,No,Safe to delete
cscore,NDQ,cscore_rbv_2024_12_04_starling_LO_fe_silver_new_ip_new_tag__2025_3_7_18_16_15,316,38G,maximkr,2025-03-07 18:16:15,No,None,None,No,Safe to delete
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_bound__2025_10_8_2_22_51,102,38G,ynaim,2025-10-08 02:22:51,Yes,prev_SEP_10_NDQ_V1_GLC,ynaim,No,Remove symlinks first
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_bound__2025_9_28_13_26_19,111,38G,ynaim,2025-09-28 13:26:19,Yes,"SEP_10_V2,SEP_10_NDQ","tlevor,ynaim",Yes,Coordinate with symlink owners first
qcorel,QNS,qcorel_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_4_6_14_10_39,286,38G,snahari,2025-04-06 14:10:39,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__rm_smp__2025_9_30_9_38_7,110,36G,brachas,2025-09-30 09:38:07,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_10_6_0,122,36G,brachas,2025-09-18 10:06:00,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_23_40,122,36G,brachas,2025-09-18 09:23:40,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_36_20,122,36G,brachas,2025-09-18 09:36:20,No,None,None,No,Safe to delete
eds,QNS,eds_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap__2025_4_2_15_59_49,290,34G,ysapojnikov,2025-04-02 15:59:49,No,None,None,No,Safe to delete
dqaco,QNS,dqaco_31_03_25_mb_1__2025_4_9_13_40_25,283,34G,mbetzer,2025-04-09 13:40:25,No,None,None,No,Safe to delete
top_yc_gpio,TOP_YC,top_yc_gpio_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_new__2025_10_19_15_53_56,90,33G,lschwartz,2025-10-19 15:53:56,No,None,None,No,Safe to delete
top_yc_gpio,TOP_YC,top_yc_gpio_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_new__2025_10_20_8_35_21,90,33G,lschwartz,2025-10-20 08:35:21,No,None,None,No,Safe to delete
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk__2025_9_28_13_14_33,111,32G,ynaim,2025-09-28 13:14:33,Yes,"SEP_10_V2,SEP_10_NDQ","tlevor,ynaim",Yes,Coordinate with symlink owners first
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk__2025_10_8_9_2_14,102,32G,ynaim,2025-10-08 09:02:14,Yes,prev_SEP_10_NDQ_V1_GLC,ynaim,No,Remove symlinks first
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk__2025_9_21_15_36_51,118,32G,ynaim,2025-09-21 15:36:51,No,None,None,No,Safe to delete
dqamdi,QNS,dqamdi_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_prc_change_1__2025_4_23_11_41_56,270,32G,blevi,2025-04-23 11:41:56,No,None,None,No,Safe to delete
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk_post_release__2025_9_22_11_22_35,118,31G,ynaim,2025-09-22 11:22:35,Yes,SEP_10,ynaim,No,Remove symlinks first
dqaci,QNS,dqaci_31_03_25_mb_1__2025_4_9_13_38_37,283,31G,mbetzer,2025-04-09 13:38:37,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_3_31_8_59_2,293,31G,roir,2025-03-31 08:59:02,No,None,None,No,Safe to delete
dqai,QNS,dqai_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap__2025_4_11_21_55_1,281,30G,mlanzerer,2025-04-11 21:55:01,No,None,None,No,Safe to delete
alm,TCB,alm_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_h_tree_4__2025_4_21_22_29_27,271,30G,ysapojnikov,2025-04-21 22:29:27,No,None,None,No,Safe to delete
dqaa,QNS,dqaa_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_09_04_25__2025_4_23_14_46_28,269,25G,siddharthasa,2025-04-23 14:46:28,No,None,None,No,Safe to delete
lnd,CPORT,lnd_latest_ref__2025_4_14_13_54_2,278,22G,shlomoc,2025-04-14 13:54:02,No,None,None,No,Safe to delete
ioplcb,HIOPL,ioplcb_rbv_2024_03_17_starling_LO_fe_silver_PD_fix_ref_uphy__2024_12_9_15_43_16,404,22G,maximkr,2024-12-09 15:43:16,No,None,None,No,Safe to delete
yc_fuse,TOP_YC,yc_fuse_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_7_8__2025_8_28_10_27_0,143,21G,lhaiby,2025-08-28 10:27:00,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
yc_fuse,TOP_YC,yc_fuse_agur_rbv_2025_08_11_condb_int3_2025_07_31_1_1NL_snap__2025_10_2_12_14_3,108,21G,lhaiby,2025-10-02 12:14:03,Yes,SEP_10_TOP_YC_1NL,tlevor,Yes,Coordinate with symlink owners first
yc_fuse,TOP_YC,yc_fuse_agur_rbv_2025_08_11_condb_int3_2025_07_31_1_1NL_snap__2025_10_19_15_2_16,90,21G,lhaiby,2025-10-19 15:02:16,No,None,None,No,Safe to delete
yc_fuse,TOP_YC,yc_fuse_agur_rbv_2025_08_11_condb_int3_2025_07_31_1_1NL_snap__2025_10_15_12_38_30,94,21G,lhaiby,2025-10-15 12:38:30,No,None,None,No,Safe to delete
nvrisc,NDQ,nvrisc_rbv_2025_03_16_condb_int1_11_3_BE_TNL_snap__2025_3_31_11_24_45,293,21G,ysapojnikov,2025-03-31 11:24:45,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_8_13_36_7,101,21G,gibell,2025-10-08 13:36:07,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_8_13_48_5,101,21G,gibell,2025-10-08 13:48:05,Yes,SEP_10,tlevor,Yes,Coordinate with symlink owners first
fwam,NDQ,fwam_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_allscripts__2025_4_9_20_2_35,283,20G,arot,2025-04-09 20:02:35,No,None,None,No,Safe to delete
ftos,NDQ,ftos_rbv_2025_03_17_condb_int1_11_4_BE_TNL_snap_Mar25_gb__2025_4_5_15_38_45,287,19G,gibell,2025-04-05 15:38:45,No,None,None,No,Safe to delete
bta,TCB,bta_rbv_2025_09_25new_tag_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_9_16_4_11,100,19G,vliberchuk,2025-10-09 16:04:11,No,None,None,No,Safe to delete
pscb,NDQ,nbu_signoff_pscb_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1044_2025_10_14_19_38_28,95,16G,nkahaz,2025-10-14 19:38:28,Yes,OCT_10,nkahaz,No,Remove symlinks first
pscb,NDQ,nbu_signoff_pscb_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1044_2025_10_11_10_26_18,99,16G,nkahaz,2025-10-11 10:26:18,Yes,prev_OCT_10,nkahaz,No,Remove symlinks first
pscb,NDQ,nbu_signoff_pscb_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1040_2025_10_8_9_37_31,102,16G,nkahaz,2025-10-08 09:37:31,Yes,SEP_10,tlevor,Yes,Coordinate with symlink owners first
hib,TCB,nbu_signoff_hib_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_ipo1001_2025_10_16_17_1_51,93,16G,tmazor,2025-10-16 17:01:51,No,None,None,No,Safe to delete
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_19_18_21_26,90,15G,ronil,2025-10-19 18:21:26,No,None,None,No,Safe to delete
sma,NDQ,sma_rbv_2025_03_16_int1_11_3_BE_TNL_snap_Mar25_new_gb__2025_4_2_21_47_24,290,15G,gibell,2025-04-02 21:47:24,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_10_20_4,122,13G,brachas,2025-09-18 10:20:04,No,None,None,No,Safe to delete
pmuxm,NDQ,TestRel__2025_9_4_10_31_34,136,12G,tlevor,2025-09-04 10:31:34,No,None,None,No,Safe to delete
ioplm,NDQ,starling_ioplm_2024_10_30__2024_11_14_11_5_29,430,11G,netaa,2024-11-14 11:05:29,Yes,"last_sta_rel,release,SEP_10,FC_ww52a_last_sta_rel,FC_ww1a_last_sta_rel,FC_ww2a_last_sta_rel,FC_ww3a_last_sta_rel","aregev,nduanis,eriaboy",Yes,Coordinate with symlink owners first
ccoreb,HPORT,ccoreb_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__2025_9_30_11_12_42,110,10G,arcohen,2025-09-30 11:12:42,No,None,None,No,Safe to delete
qcorer,QNS,qcorer_rbv_2025_09_02_1NL_snap__2025_9_21_9_55_29,119,8.8G,bnevo,2025-09-21 09:55:29,No,None,None,No,Safe to delete
qcorel,QNS,qcorel_rbv_2025_09_02_1NL_snap__2025_9_21_9_34_49,119,8.4G,bnevo,2025-09-21 09:34:49,No,None,None,No,Safe to delete
qcorel,QNS,qcorel_rbv_2025_09_02_1NL_snap__2025_9_21_9_34_39,119,8.4G,bnevo,2025-09-21 09:34:39,No,None,None,No,Safe to delete
tecorel,QNS,tecorel_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snapTNL_1st_run__2025_4_21_12_39_31,271,8.2G,seeman,2025-04-21 12:39:31,No,None,None,No,Safe to delete
iopl,NDQ,iopl_condb_int1_28_5__2024_12_14_22_20_49,399,6.7G,yshlush,2024-12-14 22:20:49,No,None,None,No,Safe to delete
iopl,NDQ,iopl_condb_int1_52_2r1__2025_7_27_10_38_26,175,6.6G,yshlush,2025-07-27 10:38:26,Yes,"last_sta_rel,release,SEP_10,FC_ww52a_last_sta_rel,FC_ww1a_last_sta_rel,FC_ww2a_last_sta_rel,FNL_4PV,FC_ww3a_last_sta_rel","aregev,ekantorovich,nduanis,eriaboy",Yes,Coordinate with symlink owners first
pscc,NDQ,pscc_2025_09_02_condb_int3_2025_08_27_0_1NL_snap_new_flow__2025_9_17_14_51_11,122,5.8G,dtraitelovic,2025-09-17 14:51:11,No,None,None,No,Safe to delete
fwas,NDQ,fwas_10_9_1nl_new_flow_golden__2025_9_17_12_8_5,123,5.7G,rmenasheof,2025-09-17 12:08:05,Yes,prev_SEP_10,rmenasheof,Yes,Coordinate with symlink owners first
fwam,NDQ,run_09_09_2025_fwam_rbv_2025_09_07__2025_9_17_15_51_3,122,5.6G,zbirman,2025-09-17 15:51:03,No,None,None,No,Safe to delete
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_spr__2025_9_17_11_47_54,123,5.3G,ynaim,2025-09-17 11:47:54,No,None,None,No,Safe to delete
yu,NDQ,yu_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_ver3_lib__2025_9_17_11_30_36,123,5.2G,ashahock,2025-09-17 11:30:36,Yes,prev_fe_dct_golden_release,ashahock,No,Remove symlinks first
yc_fuse,TOP_YC,yc_fuse_agur_rbv_2025_08_11_condb_int3_2025_07_31_1_1NL_snap__2025_9_17_10_43_42,123,4.4G,lhaiby,2025-09-17 10:43:42,Yes,prev_fe_dct_golden_release,lhaiby,No,Remove symlinks first
dqamdi,QNS,dqamdi_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_default__2025_9_17_13_4_15,122,3.9G,pmallekaru,2025-09-17 13:04:15,No,None,None,No,Safe to delete
dqamdi,QNS,dqamdi_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_default__2025_9_17_14_4_2,122,3.9G,pmallekaru,2025-09-17 14:04:02,No,None,None,No,Safe to delete
dqamdi,QNS,dqamdi_rbv_2025_07_06_agur_int2_condb_int2_23_5r1_BE_SFNL_no_SLCG_block_release_2__2025_9_11_18_35_30,128,3.9G,siddharthasa,2025-09-11 18:35:30,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_9_21_10_19_45,119,3.8G,aamsalem,2025-09-21 10:19:45,Yes,prev_SEP_10,aamsalem,No,Remove symlinks first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V3__2025_9_17_15_13_23,122,3.7G,ayerushalmy,2025-09-17 15:13:23,No,None,None,No,Safe to delete
eds,QNS,eds_rbv_2025_09_03_condb_int3_2025_08_27_0_re2__2025_9_22_13_4_47,117,3.6G,ysapojnikov,2025-09-22 13:04:47,Yes,fe_dct_golden_release,ysapojnikov,Yes,Coordinate with symlink owners first
dqap,QNS,dqap_rbv_2025_09_05_agur_condb_int3_2025_08_27_0_1NL_snap_new_flow__2025_9_17_11_39_9,123,3.3G,tmazor,2025-09-17 11:39:09,Yes,prev_fe_dct_golden_release,drazmizrahi,No,Remove symlinks first
